Code	Grn	GrnX	GrnY
10324	127	2220.107	2190.024
10324	102	2220.114	2195.968
10324	148	2220.12	2201.912
10324	146	2220.126	2207.856
10324	119	2220.495	2214
10324	226	2220.138	2219.745
10324	120	2220.479	2225.494
10324	126	2220.15	2231.633
10324	74	2220.156	2237.577
10324	95	2220.162	2243.521
10324	218	2220	2249.493
10324	250	2220.174	2255.409
10324	114	2220.18	2261.354
10324	486	2220.187	2267.298
10324	112	2220.193	2273.242
10324	136	2220.199	2279.186
10324	86	2220.205	2285.13
10324	116	2220.211	2291.074
10324	89	2220.217	2297.018
10324	118	2220.223	2302.962
10324	44	2220.509	2308
10324	172	2220.235	2314.851
10324	242	2220.241	2320.795
10326	50	2220.5	2326.528
10326	32	2220.253	2332.683
10326	71	2220.26	2338.627
10326	55	2220.266	2344.571
10326	38	2220.272	2350.515
10326	61	2220.5	2356.502
10326	39	2220.487	2362.459
10326	36	2220.29	2368.348
10326	41	2220.296	2374.292
10326	638	2220.516	2380.484
10326	62	2220.292	2386.626
10326	77	2220.314	2392.124
10326	33	2220.32	2398.068
10326	147	2220	2404.515
10326	52	2220.333	2409.957
10326	52	2220.339	2415.901
10326	39	2220.345	2421.845
10326	60	2220.351	2427.789
10326	97	2220.357	2433.733
10326	49	2220.363	2439.677
10326	31	2220.369	2445.621
10327	38	2220.375	2451.566
10327	46	2220.381	2457.51
10327	66	2220.387	2463.454
10327	45	2220.393	2469.398
10327	66	2220.399	2475.342
10327	73	2220.406	2481.286
10327	82	2220.411	2487.23
10327	31	2220.357	2493.668
10327	60	2220.424	2499.119
10327	43	2220.43	2505.063
10327	34	2220.436	2511.007
10327	38	2220.442	2516.951
10327	39	2220.448	2522.895
10327	32	2220.454	2528.839
10327	34	2220.46	2534.783
10327	52	2220.466	2540.728
10327	62	2220.472	2546.672
10327	50	2220.546	2552.527
10327	66	2220.346	2558.691
10327	53	2220.49	2564.504
10327	52	2221	2571.495
10327	53	2220.503	2576.392
10327	100	2220.504	2582
10327	30	2220.515	2588.281
10328	49	2220.521	2594.225
10328	90	2220.527	2600.169
10328	35	2220.558	2606.059
10328	43	2220.516	2611.998
10328	55	2220.545	2618.001
10328	68	2220.554	2623.514
10328	55	2220.557	2629.889
10328	208	2220.51	2635.49
10328	26	2220.57	2641.778
10328	68	2220.576	2647.722
10328	70	2220.508	2653.508
10328	69	2220.588	2659.61
10328	80	2220.594	2665.554
10328	40	2220.557	2671.447
10328	30	2221.491	2678
10328	42	2220.612	2683.386
10332	85	2220.618	2689.331
10332	115	2220.624	2695.275
10332	219	2220.63	2701.219
10332	146	2220.636	2707.163
10332	314	2220.649	2719.051
10332	222	2220.655	2724.995
10332	397	2220.51	2731
10332	162	2220.667	2736.884
10332	159	2220.673	2742.828
10332	160	2220.679	2748.772
10332	259	2220.685	2754.716
10332	174	2220	2760.526
10332	127	2220.697	2766.604
10332	109	2220.703	2772.548
10332	89	2220.709	2778.492
10332	133	2220.716	2784.437
10332	108	2220.512	2790.488
10332	133	2220.728	2796.325
10332	181	2220.734	2802.269
10333	263	2220.74	2808.213
10333	197	2220.746	2814.157
10333	169	2220.752	2820.101
10333	315	2220.758	2826.045
10333	204	2220.764	2831.99
10333	378	2220.77	2837.934
10333	382	2220.776	2843.878
10333	308	2220.782	2849.822
10333	205	2220.789	2855.766
10333	182	2220.795	2861.71
10333	219	2220.801	2867.654
10333	182	2220.807	2873.599
10333	441	2220.813	2879.543
10333	186	2221	2885.505
10333	264	2220.825	2891.431
10333	211	2220.831	2897.375
10333	248	2220.837	2903.319
10338	59	2220.843	2909.263
10338	29	2220.849	2915.207
10338	166	2220.855	2921.152
10338	40	2220.861	2927.096
10338	72	2220.867	2933.04
10338	36	2221	2939.456
10338	74	2220.88	2944.928
10338	9	2220.886	2950.872
10338	150	2220.998	2956.532
10338	36	2220.514	2963
10338	34	2220.904	2968.705
10341	981	2220.91	2974.649
10341	1023	2220.916	2980.593
10341	1176	2220.922	2986.537
10341	1501	2220.928	2992.481
10341	1310	2220.519	2998.519
10341	1304	2220.94	3004.369
10341	1130	2220.947	3010.313
10341	723	2220.953	3016.258
10341	1050	2220.959	3022.202
10341	1095	2220.733	3028.591
10341	1134	2220.977	3040.034
10341	1212	2220.983	3045.978
10341	893	2221.001	3063.811
10341	1255	2221.013	3075.699
10341	1210	2221.02	3081.643
10341	1070	2221.026	3087.587
10341	1287	2221.032	3093.531
10341	1436	2221.038	3099.475
10343	573	2221.044	3105.419
10343	278	2221.05	3111.364
10343	556	2221.485	3117
10343	631	2221.062	3123.252
10343	666	2221.068	3129.196
10343	399	2220.667	3135.678
10343	389	2221.08	3141.084
10343	543	2221.086	3147.028
10343	222	2221.093	3152.972
10343	676	2221.099	3158.917
10343	344	2221.019	3164.527
10343	366	2221.111	3170.805
10343	706	2221.117	3176.749
10343	381	2221.123	3182.693
10343	267	2221.129	3188.637
10343	372	2221.135	3194.581
10343	575	2221.147	3206.469
10343	555	2221.159	3218.358
10343	652	2221.166	3224.302
10343	395	2221.172	3230.246
10343	664	2221.178	3236.19
10348	18	2221.184	3242.134
10348	39	2221.19	3248.078
10348	64	2221.196	3254.022
10348	45	2220.961	3259.873
10348	32	2221.208	3265.911
10348	43	2221.214	3271.855
10348	55	2221.22	3277.799
10348	37	2221.226	3283.743
10348	66	2221.232	3289.687
10348	44	2221.239	3295.631
10348	40	2221.245	3301.576
10348	74	2221.25	3307.52
10348	34	2221.312	3313.334
10348	40	2221.263	3319.408
10348	20	2221.502	3326
10348	26	2221.275	3331.296
10348	83	2221.281	3337.24
10348	55	2221.287	3343.185
10348	35	2221.293	3349.129
10348	76	2221	3355.417
10348	46	2221.305	3361.017
10348	47	2221.312	3366.961
10348	50	2221.46	3372.951
10348	31	2221.323	3378.849
10348	38	2221.33	3384.793
10348	32	2221.336	3390.738
10356	224	2221.362	3396.715
10356	130	2221.348	3402.626
10356	63	2221.497	3408
10356	95	2221.004	3414.503
10356	125	2221.366	3420.458
10356	119	2220.669	3426.316
10356	155	2221.378	3432.346
10356	151	2221.384	3438.291
10356	213	2221.39	3444.235
10356	142	2221.396	3450.179
10356	171	2221.403	3456.123
10356	401	2221.409	3462.067
10356	276	2221	3468.488
10356	156	2221.421	3473.955
10356	160	2221.427	3479.899
10356	251	2221.528	3485.539
10356	170	2221.67	3491.691
10356	153	2221.445	3497.732
10356	227	2221.451	3503.676
10358	139	2221.457	3509.62
10358	155	2221.463	3515.564
10358	180	2221.469	3521.508
10358	92	2222	3526.495
10358	110	2221.482	3533.396
10358	162	2221.488	3539.341
10358	198	2221.494	3545.285
10358	152	2221.5	3551.229
10358	107	2221.506	3557.173
10358	328	2221.512	3563.117
10358	261	2221.518	3569.061
10358	177	2221.678	3575.289
10358	244	2221.53	3580.949
10358	142	2221.518	3587.005
10358	120	2221.542	3592.838
10358	126	2221.549	3598.782
10358	114	2221.555	3604.726
10358	167	2221.561	3610.67
10358	316	2221.567	3616.614
10358	145	2221.524	3622.492
10358	229	2221.579	3628.502
10358	140	2221.585	3634.447
10358	144	2221.591	3640.391
10358	215	2221.597	3646.335
10358	154	2221.603	3652.279
10360	78	2221.54	3658.46
10360	42	2221.615	3664.167
10360	47	2221.622	3670.111
10360	60	2221.628	3676.055
10360	99	2221.634	3682
10360	52	2221.64	3687.944
10360	56	2221.646	3693.888
10360	62	2221.339	3699.667
10360	49	2221.658	3705.776
10360	48	2221.664	3711.72
10360	65	2221.567	3717.488
10360	176	2221.676	3723.608
10360	20	2221.682	3729.553
10360	58	2221.695	3741.441
10360	72	2221.7	3747.385
10360	206	2221.707	3753.329
10360	43	2221.713	3759.273
10360	47	2221.719	3765.217
10360	50	2221.725	3771.162
10360	35	2221.731	3777.106
10364	41	2221.737	3783.05
10364	30	2221.743	3788.994
10364	62	2221.749	3794.938
10364	68	2221.714	3800.373
10364	55	2221.761	3806.826
10364	38	2221.767	3812.771
10364	94	2221.773	3818.715
10364	30	2221.78	3824.659
10364	59	2222.014	3830.519
10364	34	2221.702	3836.343
10364	54	2221.798	3842.491
10364	71	2221.804	3848.435
10364	39	2221.81	3854.379
10364	50	2221.816	3860.323
10364	29	2221.822	3866.268
10364	65	2221.828	3872.212
10364	60	2221.834	3878.156
10364	59	2221.84	3884.1
10364	67	2221.523	3890.477
10364	65	2221.853	3895.988
10364	43	2221.859	3901.932
10367	40	2221.865	3907.876
10367	28	2221.871	3913.821
10367	31	2221.877	3919.765
10367	143	2221.755	3925.433
10367	73	2221.889	3931.653
10367	47	2221.895	3937.597
10367	31	2221.901	3943.541
10367	96	2221.907	3949.485
10367	51	2221.913	3955.429
10367	60	2222.3	3961.632
10367	29	2221.926	3967.318
10367	37	2221.932	3973.262
10367	46	2222.317	3979.67
10367	28	2221.95	3991.094
10367	51	2221.956	3997.038
10367	39	2221.962	4002.982
10367	64	2221.968	4008.927
10367	52	2222.482	4014.518
10369	62	2221.688	4020.342
10369	8	2221.986	4026.759
10369	40	2221.992	4032.703
10369	62	2221.999	4038.647
10369	59	2222.005	4044.591
10369	44	2222.011	4050.535
10369	45	2222.017	4056.479
10369	44	2222.023	4062.424
10369	49	2222.029	4068.368
10369	30	2222.035	4074.312
10369	87	2222.041	4080.256
10369	69	2222.047	4086.2
10369	66	2222.053	4092.144
10369	57	2222.313	4098.336
10369	53	2222.065	4104.033
10369	48	2222.072	4109.977
10369	42	2214.888	2181.108
10369	44	2214.894	2187.052
10369	84	2215.153	2193.011
10369	140	2214.906	2198.941
10370	7445	2214.912	2204.885
10370	4696	2214.918	2210.829
10370	8878	2214.925	2216.773
10370	7307	2214.931	2222.717
10370	8053	2214.937	2228.661
10370	8014	2214.943	2234.605
10370	6863	2214.949	2240.55
10370	9352	2214.961	2252.438
10370	7037	2215	2258.493
10370	5478	2214.973	2264.326
10370	8489	2214.979	2270.27
10370	8010	2214.534	2276.029
10370	5433	2214.991	2282.158
10370	7629	2214.998	2288.103
10370	6420	2215.004	2294.047
10370	10060	2215.01	2299.991
10372	72	2215.016	2305.935
10372	53	2214.492	2312
10372	40	2215.028	2317.823
10372	34	2215.034	2323.767
10372	46	2215.04	2329.711
10372	81	2215.046	2335.656
10372	56	2215.052	2341.6
10372	37	2215.058	2347.544
10372	42	2215.064	2353.488
10372	86	2215.071	2359.432
10372	57	2215.077	2365.376
10372	45	2215.51	2371.46
10372	49	2215.089	2377.265
10372	52	2215.095	2383.209
10372	123	2215.101	2389.153
10372	58	2215.107	2395.097
10372	88	2215.113	2401.041
10373	42	2215.119	2406.985
10373	48	2215.125	2412.929
10373	48	2215.326	2418.673
10373	38	2215.5	2425
10373	40	2215.144	2430.762
10373	47	2215	2436.507
10373	28	2215.156	2442.65
10373	67	2215.168	2454.538
10373	49	2215.485	2460.486
10373	52	2215.18	2466.427
10373	54	2215.186	2472.371
10373	51	2215.192	2478.315
10373	83	2215.198	2484.259
10373	44	2215.49	2490
10373	71	2215.21	2496.147
10373	63	2215.216	2502.091
10373	55	2215.222	2508.035
10373	61	2216	2514.517
10373	31	2215.235	2519.924
10373	150	2215.241	2525.868
10373	43	2215.247	2531.812
10373	62	2215.253	2537.756
10373	42	2215.259	2543.7
10376	14	2215.265	2549.644
10376	47	2215.271	2555.588
10376	46	2215.344	2561.309
10376	20	2215.283	2567.477
10376	37	2215.289	2573.421
10376	24	2215.295	2579.365
10376	61	2215.302	2585.309
10376	45	2215.332	2591.665
10376	175	2215.314	2597.197
10376	39	2215.32	2603.141
10376	68	2215.326	2609.085
10376	60	2215.332	2615.03
10376	49	2215.338	2620.974
10376	35	2215.35	2632.862
10376	56	2215.356	2638.806
10376	35	2215.362	2644.75
10376	55	2215.368	2650.694
10376	31	2215.665	2662.707
10376	62	2215.387	2668.527
10379	139	2215.393	2674.471
10379	201	2215.399	2680.415
10379	88	2215.405	2686.359
10379	128	2215.411	2692.303
10379	219	2215.417	2698.247
10379	142	2215.423	2704.191
10379	130	2215.479	2710.479
10379	259	2215.435	2716.08
10379	168	2215.448	2727.968
10379	162	2215.454	2733.912
10379	123	2215.46	2739.856
10379	152	2215.527	2746
10379	223	2215.472	2751.744
10379	238	2215.478	2757.688
10379	118	2215.484	2763.633
10379	128	2215.49	2769.577
10379	286	2215.505	2775.488
10379	118	2215.502	2781.465
10379	164	2215.508	2787.409
10386	2899	2215.514	2793.353
10386	3612	2215.521	2799.297
10386	2688	2215.527	2805.242
10386	3340	2215.533	2811.186
10386	3135	2215.505	2817
10386	2318	2215.545	2823.074
10386	2733	2215.551	2829.018
10386	2245	2215.557	2834.962
10386	2593	2215.664	2840.716
10386	2267	2215.569	2846.851
10386	2410	2216.032	2852.563
10386	2658	2215.581	2858.739
10386	3058	2214.496	2864
10386	3485	2215.594	2870.627
10386	1856	2215.599	2876.571
10386	2317	2215.605	2882.515
10392	50	2215.612	2888.459
10392	59	2215.503	2894
10392	75	2215.624	2900.348
10392	194	2215.497	2906.493
10392	80	2215.636	2912.236
10392	66	2215.703	2918.623
10392	90	2215.648	2924.124
10392	66	2215.654	2930.068
10392	58	2215.491	2935
10392	87	2215.666	2941.957
10392	165	2215.672	2947.901
10392	66	2215.678	2953.845
10392	62	2215.685	2959.789
10392	68	2215.691	2965.733
10392	53	2215.697	2971.677
10392	72	2215.703	2977.621
10392	44	2215.516	2984
10392	70	2215.715	2989.51
10392	74	2215.721	2995.454
10392	89	2215.727	3001.398
10392	123	2215.697	3007.313
10392	180	2215.739	3013.286
10392	51	2215.745	3019.23
10392	89	2215.381	3024.703
10397	138	2215.758	3031.118
10397	79	2215.514	3037
10397	165	2215.77	3043.007
10397	106	2215.776	3048.951
10397	113	2215.782	3054.895
10397	152	2215.788	3060.839
10397	114	2215.794	3066.783
10397	245	2215.8	3072.727
10397	155	2215.806	3078.671
10397	178	2215.812	3084.615
10397	116	2215.818	3090.56
10397	194	2215.824	3096.504
10397	94	2215.831	3102.448
10397	137	2215.837	3108.392
10397	133	2215.843	3114.336
10397	56	2215.849	3120.28
10397	165	2215.573	3126.473
10397	80	2215.861	3132.168
10397	87	2215.867	3138.113
10398	36	2215.879	3150.001
10398	38	2215.885	3155.945
10398	63	2215.891	3161.889
10398	83	2215.897	3167.833
10398	51	2214.526	3173
10398	72	2215.91	3179.721
10398	163	2215.534	3185.509
10398	67	2215.922	3191.61
10398	39	2215.928	3197.554
10398	56	2215.934	3203.498
10398	52	2215.94	3209.442
10398	51	2215.946	3215.386
10398	21	2215.952	3221.33
10398	43	2215.958	3227.274
10398	40	2216.017	3233.477
10398	37	2215.97	3239.163
10398	57	2215.977	3245.107
10398	46	2215.538	3257
10398	20	2215.995	3262.939
10398	34	2216.001	3268.883
10400	41	2216.007	3274.828
10400	42	2216.267	3280.377
10400	52	2215.702	3286.361
10400	35	2216.025	3292.66
10400	33	2216.031	3298.604
10400	46	2216.037	3304.548
10400	31	2216.043	3310.492
10400	63	2216.05	3316.437
10400	42	2216.055	3322.381
10400	27	2216.062	3328.325
10400	120	2216.068	3334.269
10400	91	2216.074	3340.213
10400	65	2216.437	3346.435
10400	33	2216.086	3352.101
10400	52	2216.092	3358.045
10400	55	2216.317	3364.32
10400	50	2216.104	3369.934
10400	43	2216.11	3375.878
10400	50	2216.116	3381.822
10400	61	2216.122	3387.766
10400	33	2216.128	3393.71
10400	62	2216.135	3399.654
10400	57	2216.141	3405.598
10400	50	2216.147	3411.542
10400	48	2216.153	3417.487
10400	43	2216.159	3423.431
10400	57	2216.165	3429.375
10400	43	2216.49	3435.51
10400	43	2216.177	3441.263
10400	67	2216.183	3447.207
10402	114	2216.195	3459.095
10402	44	2215.519	3464.518
10402	47	2216.208	3470.984
10402	27	2216.492	3476.588
10402	55	2216.22	3482.872
10402	73	2216.226	3488.816
10402	12	2216.519	3495.012
10402	45	2216.238	3500.704
10402	57	2216.244	3506.648
10402	33	2216.25	3512.593
10402	34	2216.256	3518.537
10402	61	2216.262	3524.481
10402	30	2216.268	3530.425
10402	35	2216.274	3536.369
10402	35	2216.281	3542.313
10402	150	2216.287	3548.257
10402	44	2216.341	3554.302
10402	34	2216.299	3560.146
10402	60	2216.305	3566.09
10402	53	2216.311	3572.034
10402	32	2216.317	3577.978
10402	36	2216.323	3583.922
10403	57	2216.329	3589.866
10403	70	2216.335	3595.81
10403	21	2216.341	3601.754
10403	51	2216.347	3607.698
10403	62	2216.354	3613.643
10403	60	2216	3619.467
10403	53	2216.366	3625.531
10403	57	2216.372	3631.475
10403	53	2216.378	3637.419
10403	54	2216	3643.46
10403	69	2216.39	3649.307
10403	47	2216.396	3655.251
10403	45	2216.402	3661.196
10403	60	2216.408	3667.14
10403	63	2216.414	3673.084
10403	76	2216.42	3679.028
10403	50	2216.427	3684.972
10403	48	2216.433	3690.916
10403	67	2216.438	3696.86
10403	66	2216.445	3702.805
10403	60	2216.51	3708.508
10403	94	2216.457	3714.693
10403	73	2216.463	3720.637
10403	45	2216.469	3726.581
10403	49	2216.475	3732.525
10403	49	2216.481	3738.469
10408	32	2216.487	3744.414
10408	51	2216.493	3750.358
10408	60	2217	3756.497
10408	54	2216.505	3762.246
10408	79	2216.511	3768.19
10408	50	2216.502	3774.458
10408	66	2216.531	3780.011
10408	85	2216.53	3786.022
10408	46	2216.536	3791.967
10408	105	2216.542	3797.911
10408	41	2216.548	3803.855
10408	40	2216.554	3809.799
10408	82	2216.56	3815.743
10408	34	2216.566	3821.687
10408	96	2216.572	3827.631
10408	46	2216.578	3833.575
10408	52	2216.584	3839.52
10408	113	2216.591	3845.464
10408	38	2216.597	3851.408
10408	39	2216.603	3857.352
10408	61	2216.609	3863.296
10408	28	2216.54	3869
10408	39	2216.621	3875.184
10414	193	2216.627	3881.128
10414	176	2216.633	3887.073
10414	166	2216.639	3893.017
10414	166	2216.645	3898.961
10414	397	2216.651	3904.905
10414	177	2216.657	3910.849
10414	113	2216.498	3916.496
10414	141	2216.67	3922.737
10414	157	2216.676	3928.681
10414	135	2216.527	3934
10414	130	2216.688	3940.57
10414	357	2216.672	3946.316
10414	116	2217	3952.466
10414	199	2216.706	3958.402
10414	216	2216.712	3964.346
10414	158	2216.718	3970.29
10414	155	2216.695	3976.618
10414	255	2216.73	3982.178
10414	199	2216.737	3988.123
10414	155	2216.743	3994.067
10424	59	2216.563	3999.573
10424	43	2216.523	4006.005
10424	40	2216.761	4011.899
10424	46	2216.767	4017.843
10424	43	2216.773	4023.787
10424	87	2216.704	4029.363
10424	228	2217.016	4035.534
10424	21	2216.791	4041.62
10424	132	2216.797	4047.564
10424	65	2216.803	4053.508
10424	30	2216.81	4059.452
10424	85	2216.816	4065.396
10424	30	2216.822	4071.34
10424	40	2217.477	4077.494
10424	63	2216.834	4083.229
10424	31	2216.508	4090
10424	66	2216.846	4095.117
10424	52	2216.852	4101.061
10424	28	2216.864	4112.949
